[2026-07-14T17:18:20.117Z] [INFO] AI workers disabled (default) - all workers run local-only. Enable with `daemon start --headless`, daemon.aiWorkers.enabled=true, or RUFLO_DAEMON_AI_WORKERS=1 (#2661)
[2026-07-14T17:18:20.122Z] [INFO] Scheduled map (interval: 900s, first run in 0s)
[2026-07-14T17:18:20.123Z] [INFO] Scheduled audit (interval: 600s, first run in 120s)
[2026-07-14T17:18:20.125Z] [INFO] Scheduled optimize (interval: 900s, first run in 240s)
[2026-07-14T17:18:20.126Z] [INFO] Scheduled consolidate (interval: 1800s, first run in 360s)
[2026-07-14T17:18:20.127Z] [INFO] Scheduled testgaps (interval: 1200s, first run in 480s)
[2026-07-14T17:18:20.131Z] [INFO] Scheduled backup (interval: 86400s, first run in 600s)
[2026-07-14T17:18:20.132Z] [INFO] Scheduled harness (interval: 21600s, first run in 720s)
[2026-07-14T17:18:20.135Z] [INFO] Lifecycle monitor active (workspace-removal, ttl=43200s)
[2026-07-15T03:00:21.522Z] [INFO] Worker audit deferred: Memory too low: 6.5% free
[2026-07-15T03:00:51.156Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:00:51.157Z] [INFO] Worker testgaps deferred: Memory too low: 7.6% free
[2026-07-15T03:00:51.467Z] [INFO] Worker optimize deferred: Memory too low: 7.9% free
[2026-07-15T03:00:51.468Z] [INFO] Worker testgaps deferred: Memory too low: 7.9% free
[2026-07-15T03:00:51.529Z] [INFO] Worker consolidate deferred: Memory too low: 7.4% free
[2026-07-15T03:00:51.530Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:00:51.531Z] [INFO] Worker optimize deferred: Memory too low: 7.4% free
[2026-07-15T03:01:21.172Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:01:21.173Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:01:21.471Z] [INFO] Worker map deferred: Memory too low: 8.0% free
[2026-07-15T03:01:21.472Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T03:01:21.532Z] [INFO] Worker map deferred: Memory too low: 7.6% free
[2026-07-15T03:01:21.533Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:01:21.534Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:01:51.186Z] [INFO] Worker testgaps deferred: Memory too low: 8.7% free
[2026-07-15T03:01:51.187Z] [INFO] Worker optimize deferred: Memory too low: 8.7% free
[2026-07-15T03:01:51.481Z] [INFO] Worker testgaps deferred: Memory too low: 9.1% free
[2026-07-15T03:01:51.482Z] [INFO] Worker consolidate deferred: Memory too low: 9.1% free
[2026-07-15T03:01:51.544Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T03:01:51.545Z] [INFO] Worker optimize deferred: Memory too low: 8.5% free
[2026-07-15T03:01:51.546Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T03:02:21.199Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:02:21.200Z] [INFO] Worker map deferred: Memory too low: 7.4% free
[2026-07-15T03:02:21.496Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T03:02:21.497Z] [INFO] Worker map deferred: Memory too low: 8.0% free
[2026-07-15T03:02:21.558Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:02:21.559Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:02:21.560Z] [INFO] Worker testgaps deferred: Memory too low: 7.4% free
[2026-07-15T03:02:51.214Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-15T03:02:51.216Z] [INFO] Worker testgaps deferred: Memory too low: 7.7% free
[2026-07-15T03:02:51.507Z] [INFO] Worker consolidate deferred: Memory too low: 8.0% free
[2026-07-15T03:02:51.509Z] [INFO] Worker audit deferred: Memory too low: 8.0% free
[2026-07-15T03:02:51.568Z] [INFO] Worker optimize deferred: Memory too low: 9.3% free
[2026-07-15T03:02:51.569Z] [INFO] Worker audit deferred: Memory too low: 9.4% free
[2026-07-15T03:02:51.570Z] [INFO] Worker audit deferred: Memory too low: 9.4% free
[2026-07-15T03:03:20.826Z] [INFO] Worker map deferred: Memory too low: 9.1% free
[2026-07-15T03:03:21.217Z] [INFO] Worker map deferred: Memory too low: 8.0% free
[2026-07-15T03:03:21.218Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T03:03:21.510Z] [INFO] Worker map deferred: Memory too low: 8.4% free
[2026-07-15T03:03:21.511Z] [INFO] Worker audit deferred: Memory too low: 8.4% free
[2026-07-15T03:03:21.571Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T03:03:21.572Z] [INFO] Worker testgaps deferred: Memory too low: 7.8% free
[2026-07-15T03:03:21.572Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T03:03:51.221Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T03:03:51.223Z] [INFO] Worker consolidate deferred: Memory too low: 8.5% free
[2026-07-15T03:03:51.516Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-15T03:03:51.517Z] [INFO] Worker optimize deferred: Memory too low: 9.1% free
[2026-07-15T03:03:51.579Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T03:03:51.580Z] [INFO] Worker audit deferred: Memory too low: 8.5% free
[2026-07-15T03:03:51.580Z] [INFO] Worker map deferred: Memory too low: 8.5% free
[2026-07-15T03:04:21.233Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T03:04:21.234Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T03:04:21.529Z] [INFO] Worker map deferred: Memory too low: 7.4% free
[2026-07-15T03:04:21.530Z] [INFO] Worker audit deferred: Memory too low: 7.4% free
[2026-07-15T03:04:21.591Z] [INFO] Worker audit deferred: Memory too low: 9.9% free
[2026-07-15T03:04:21.592Z] [INFO] Worker testgaps deferred: Memory too low: 9.9% free
[2026-07-15T03:04:21.592Z] [INFO] Worker optimize deferred: Memory too low: 9.9% free
[2026-07-15T03:04:51.238Z] [INFO] Worker testgaps deferred: Memory too low: 7.2% free
[2026-07-15T03:04:51.240Z] [INFO] Worker consolidate deferred: Memory too low: 7.4% free
[2026-07-15T03:04:51.534Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T03:04:51.535Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:04:51.597Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T03:04:51.598Z] [INFO] Worker audit deferred: Memory too low: 9.8% free
[2026-07-15T03:04:51.599Z] [INFO] Worker map deferred: Memory too low: 9.7% free
[2026-07-15T03:05:21.245Z] [INFO] Worker map deferred: Memory too low: 8.9% free
[2026-07-15T03:05:21.246Z] [INFO] Worker optimize deferred: Memory too low: 8.9% free
[2026-07-15T03:05:21.538Z] [INFO] Worker map deferred: Memory too low: 9.3% free
[2026-07-15T03:05:21.539Z] [INFO] Worker audit deferred: Memory too low: 9.3% free
[2026-07-15T03:05:21.601Z] [INFO] Worker audit deferred: Memory too low: 8.8% free
[2026-07-15T03:05:21.602Z] [INFO] Worker testgaps deferred: Memory too low: 8.8% free
[2026-07-15T03:05:21.602Z] [INFO] Worker optimize deferred: Memory too low: 8.8% free
[2026-07-15T03:05:51.255Z] [INFO] Worker testgaps deferred: Memory too low: 8.2% free
[2026-07-15T03:05:51.256Z] [INFO] Worker consolidate deferred: Memory too low: 8.3% free
[2026-07-15T03:05:51.551Z] [INFO] Worker audit deferred: Memory too low: 9.2% free
[2026-07-15T03:05:51.553Z] [INFO] Worker optimize deferred: Memory too low: 9.3% free
[2026-07-15T03:05:51.613Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-15T03:05:51.615Z] [INFO] Worker audit deferred: Memory too low: 9.1% free
[2026-07-15T03:05:51.615Z] [INFO] Worker map deferred: Memory too low: 9.1% free
[2026-07-15T03:06:20.793Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T03:06:21.261Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T03:06:21.262Z] [INFO] Worker optimize deferred: Memory too low: 7.3% free
[2026-07-15T03:06:21.559Z] [INFO] Worker map deferred: Memory too low: 7.6% free
[2026-07-15T03:06:21.560Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:06:21.622Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T03:06:21.623Z] [INFO] Worker testgaps deferred: Memory too low: 8.7% free
[2026-07-15T03:06:21.624Z] [INFO] Worker optimize deferred: Memory too low: 8.7% free
[2026-07-15T03:06:51.264Z] [INFO] Worker testgaps deferred: Memory too low: 8.5% free
[2026-07-15T03:06:51.265Z] [INFO] Worker consolidate deferred: Memory too low: 8.5% free
[2026-07-15T03:06:51.574Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T03:06:51.576Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T03:06:51.636Z] [INFO] Worker audit deferred: Memory too low: 9.2% free
[2026-07-15T03:06:51.638Z] [INFO] Worker audit deferred: Memory too low: 9.2% free
[2026-07-15T03:06:51.639Z] [INFO] Worker map deferred: Memory too low: 9.3% free
[2026-07-15T03:07:20.984Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T03:07:21.266Z] [INFO] Worker testgaps deferred: Memory too low: 7.3% free
[2026-07-15T03:07:21.267Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T03:07:21.578Z] [INFO] Worker optimize deferred: Memory too low: 7.0% free
[2026-07-15T03:07:21.580Z] [INFO] Worker map deferred: Memory too low: 7.0% free
[2026-07-15T03:07:21.639Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T03:07:21.640Z] [INFO] Worker audit deferred: Memory too low: 6.7% free
[2026-07-15T03:07:21.654Z] [INFO] Worker testgaps deferred: Memory too low: 6.6% free
[2026-07-15T03:07:51.282Z] [INFO] Worker optimize deferred: Memory too low: 8.3% free
[2026-07-15T03:07:51.283Z] [INFO] Worker testgaps deferred: Memory too low: 8.4% free
[2026-07-15T03:07:51.595Z] [INFO] Worker consolidate deferred: Memory too low: 6.9% free
[2026-07-15T03:07:51.596Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T03:07:51.642Z] [INFO] Worker optimize deferred: Memory too low: 9.2% free
[2026-07-15T03:07:51.643Z] [INFO] Worker audit deferred: Memory too low: 9.3% free
[2026-07-15T03:07:51.657Z] [INFO] Worker audit deferred: Memory too low: 9.4% free
[2026-07-15T03:08:21.287Z] [INFO] Worker map deferred: Memory too low: 8.6% free
[2026-07-15T03:08:21.288Z] [INFO] Worker optimize deferred: Memory too low: 8.6% free
[2026-07-15T03:08:21.601Z] [INFO] Worker testgaps deferred: Memory too low: 8.8% free
[2026-07-15T03:08:21.603Z] [INFO] Worker map deferred: Memory too low: 8.7% free
[2026-07-15T03:08:21.648Z] [INFO] Worker optimize deferred: Memory too low: 8.4% free
[2026-07-15T03:08:21.649Z] [INFO] Worker map deferred: Memory too low: 8.4% free
[2026-07-15T03:08:21.664Z] [INFO] Worker audit deferred: Memory too low: 8.1% free
[2026-07-15T03:08:51.303Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T03:08:51.304Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T03:08:51.614Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T03:08:51.615Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T03:08:51.662Z] [INFO] Worker consolidate deferred: Memory too low: 6.3% free
[2026-07-15T03:08:51.663Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T03:08:51.676Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T03:09:21.312Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T03:09:21.316Z] [INFO] Worker audit deferred: Memory too low: 8.6% free
[2026-07-15T03:09:21.625Z] [INFO] Worker map deferred: Memory too low: 8.8% free
[2026-07-15T03:09:21.626Z] [INFO] Worker optimize deferred: Memory too low: 8.8% free
[2026-07-15T03:09:21.672Z] [INFO] Worker testgaps deferred: Memory too low: 8.4% free
[2026-07-15T03:09:21.673Z] [INFO] Worker map deferred: Memory too low: 8.4% free
[2026-07-15T03:09:21.688Z] [INFO] Worker optimize deferred: Memory too low: 8.2% free
[2026-07-15T03:09:51.324Z] [INFO] Worker map deferred: Memory too low: 8.2% free
[2026-07-15T03:09:51.326Z] [INFO] Worker audit deferred: Memory too low: 8.2% free
[2026-07-15T03:09:51.635Z] [INFO] Worker audit deferred: Memory too low: 8.4% free
[2026-07-15T03:09:51.636Z] [INFO] Worker testgaps deferred: Memory too low: 8.3% free
[2026-07-15T03:09:51.682Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T03:09:51.683Z] [INFO] Worker testgaps deferred: Memory too low: 7.8% free
[2026-07-15T03:09:51.697Z] [INFO] Worker consolidate deferred: Memory too low: 7.6% free
[2026-07-15T03:10:21.331Z] [INFO] Worker audit deferred: Memory too low: 6.1% free
[2026-07-15T03:10:21.332Z] [INFO] Worker optimize deferred: Memory too low: 6.1% free
[2026-07-15T03:10:21.363Z] [INFO] Worker audit deferred: Memory too low: 5.8% free
[2026-07-15T03:10:21.644Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T03:10:21.645Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T03:10:21.691Z] [INFO] Worker map deferred: Memory too low: 6.0% free
[2026-07-15T03:10:21.692Z] [INFO] Worker optimize deferred: Memory too low: 6.0% free
[2026-07-15T03:10:21.707Z] [INFO] Worker testgaps deferred: Memory too low: 5.8% free
[2026-07-15T03:10:51.345Z] [INFO] Worker map deferred: Memory too low: 8.0% free
[2026-07-15T03:10:51.346Z] [INFO] Worker optimize deferred: Memory too low: 8.0% free
[2026-07-15T03:10:51.657Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T03:10:51.658Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T03:10:51.704Z] [INFO] Worker audit deferred: Memory too low: 7.8% free
[2026-07-15T03:10:51.705Z] [INFO] Worker testgaps deferred: Memory too low: 7.8% free
[2026-07-15T03:10:51.720Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-15T03:11:21.356Z] [INFO] Worker testgaps deferred: Memory too low: 6.0% free
[2026-07-15T03:11:21.358Z] [INFO] Worker consolidate deferred: Memory too low: 5.9% free
[2026-07-15T03:11:21.667Z] [INFO] Worker audit deferred: Memory too low: 6.2% free
[2026-07-15T03:11:21.669Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T03:11:21.715Z] [INFO] Worker audit deferred: Memory too low: 5.8% free
[2026-07-15T03:11:21.716Z] [INFO] Worker audit deferred: Memory too low: 5.8% free
[2026-07-15T03:11:21.730Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T03:11:51.359Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T03:11:51.361Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T03:11:51.671Z] [INFO] Worker testgaps deferred: Memory too low: 7.9% free
[2026-07-15T03:11:51.672Z] [INFO] Worker map deferred: Memory too low: 7.9% free
[2026-07-15T03:11:51.717Z] [INFO] Worker optimize deferred: Memory too low: 7.8% free
[2026-07-15T03:11:51.718Z] [INFO] Worker map deferred: Memory too low: 7.8% free
[2026-07-15T03:11:51.733Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T03:12:21.374Z] [INFO] Worker audit deferred: Memory too low: 7.5% free
[2026-07-15T03:12:21.377Z] [INFO] Worker testgaps deferred: Memory too low: 7.5% free
[2026-07-15T03:12:21.684Z] [INFO] Worker optimize deferred: Memory too low: 7.5% free
[2026-07-15T03:12:21.685Z] [INFO] Worker testgaps deferred: Memory too low: 7.5% free
[2026-07-15T03:12:21.730Z] [INFO] Worker consolidate deferred: Memory too low: 7.0% free
[2026-07-15T03:12:21.731Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T03:12:21.746Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T03:12:51.379Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T03:12:51.380Z] [INFO] Worker audit deferred: Memory too low: 7.7% free
[2026-07-15T03:12:51.692Z] [INFO] Worker audit deferred: Memory too low: 5.7% free
[2026-07-15T03:12:51.694Z] [INFO] Worker map deferred: Memory too low: 5.8% free
[2026-07-15T03:12:51.739Z] [INFO] Worker optimize deferred: Memory too low: 7.7% free
[2026-07-15T03:12:51.740Z] [INFO] Worker testgaps deferred: Memory too low: 7.8% free
[2026-07-15T03:12:51.754Z] [INFO] Worker map deferred: Memory too low: 7.6% free
[2026-07-15T03:13:21.394Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:13:21.395Z] [INFO] Worker map deferred: Memory too low: 7.2% free
[2026-07-15T03:13:21.705Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:13:21.706Z] [INFO] Worker audit deferred: Memory too low: 7.6% free
[2026-07-15T03:13:21.752Z] [INFO] Worker testgaps deferred: Memory too low: 7.2% free
[2026-07-15T03:13:21.753Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:13:21.768Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T03:13:51.402Z] [INFO] Worker consolidate deferred: Memory too low: 5.2% free
[2026-07-15T03:13:51.403Z] [INFO] Worker audit deferred: Memory too low: 5.2% free
[2026-07-15T03:13:51.712Z] [INFO] Worker optimize deferred: Memory too low: 5.5% free
[2026-07-15T03:13:51.713Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T03:13:51.758Z] [INFO] Worker audit deferred: Memory too low: 5.2% free
[2026-07-15T03:13:51.759Z] [INFO] Worker audit deferred: Memory too low: 5.2% free
[2026-07-15T03:13:51.774Z] [INFO] Worker map deferred: Memory too low: 5.6% free
[2026-07-15T03:14:21.407Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T03:14:21.408Z] [INFO] Worker testgaps deferred: Memory too low: 6.2% free
[2026-07-15T03:14:21.716Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T03:14:21.717Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T03:14:21.763Z] [INFO] Worker map deferred: Memory too low: 6.4% free
[2026-07-15T03:14:21.764Z] [INFO] Worker audit deferred: Memory too low: 6.4% free
[2026-07-15T03:14:21.778Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T03:14:51.413Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T03:14:51.415Z] [INFO] Worker optimize deferred: Memory too low: 7.1% free
[2026-07-15T03:14:51.723Z] [INFO] Worker testgaps deferred: Memory too low: 5.6% free
[2026-07-15T03:14:51.724Z] [INFO] Worker consolidate deferred: Memory too low: 5.7% free
[2026-07-15T03:14:51.770Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T03:14:51.771Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:14:51.785Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T03:15:21.415Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T03:15:21.418Z] [INFO] Worker audit deferred: Memory too low: 7.2% free
[2026-07-15T03:15:21.726Z] [INFO] Worker map deferred: Memory too low: 7.3% free
[2026-07-15T03:15:21.727Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:15:21.772Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T03:15:21.773Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T03:15:21.789Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T03:15:51.427Z] [INFO] Worker map deferred: Memory too low: 6.8% free
[2026-07-15T03:15:51.428Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T03:15:51.736Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T03:15:51.737Z] [INFO] Worker testgaps deferred: Memory too low: 6.8% free
[2026-07-15T03:15:51.783Z] [INFO] Worker optimize deferred: Memory too low: 6.7% free
[2026-07-15T03:15:51.784Z] [INFO] Worker testgaps deferred: Memory too low: 6.7% free
[2026-07-15T03:15:51.798Z] [INFO] Worker consolidate deferred: Memory too low: 6.5% free
[2026-07-15T03:16:21.443Z] [INFO] Worker audit deferred: Memory too low: 4.9% free
[2026-07-15T03:16:21.444Z] [INFO] Worker optimize deferred: Memory too low: 4.9% free
[2026-07-15T03:16:21.740Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T03:16:21.741Z] [INFO] Worker audit deferred: Memory too low: 5.3% free
[2026-07-15T03:16:21.787Z] [INFO] Worker audit deferred: Memory too low: 5.1% free
[2026-07-15T03:16:21.788Z] [INFO] Worker map deferred: Memory too low: 5.2% free
[2026-07-15T03:16:21.802Z] [INFO] Worker optimize deferred: Memory too low: 6.3% free
[2026-07-15T03:16:51.446Z] [INFO] Worker testgaps deferred: Memory too low: 6.0% free
[2026-07-15T03:16:51.448Z] [INFO] Worker map deferred: Memory too low: 6.0% free
[2026-07-15T03:16:51.757Z] [INFO] Worker optimize deferred: Memory too low: 6.4% free
[2026-07-15T03:16:51.758Z] [INFO] Worker map deferred: Memory too low: 6.4% free
[2026-07-15T03:16:51.804Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T03:16:51.805Z] [INFO] Worker audit deferred: Memory too low: 5.9% free
[2026-07-15T03:16:51.805Z] [INFO] Worker testgaps deferred: Memory too low: 5.9% free
[2026-07-15T03:17:21.459Z] [INFO] Worker optimize deferred: Memory too low: 4.4% free
[2026-07-15T03:17:21.461Z] [INFO] Worker testgaps deferred: Memory too low: 4.4% free
[2026-07-15T03:17:21.771Z] [INFO] Worker consolidate deferred: Memory too low: 4.8% free
[2026-07-15T03:17:21.772Z] [INFO] Worker audit deferred: Memory too low: 4.8% free
[2026-07-15T03:17:21.817Z] [INFO] Worker optimize deferred: Memory too low: 4.4% free
[2026-07-15T03:17:21.819Z] [INFO] Worker audit deferred: Memory too low: 4.4% free
[2026-07-15T03:17:21.820Z] [INFO] Worker audit deferred: Memory too low: 4.4% free
[2026-07-15T03:17:51.471Z] [INFO] Worker audit deferred: Memory too low: 6.9% free
[2026-07-15T03:17:51.472Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T03:17:51.780Z] [INFO] Worker optimize deferred: Memory too low: 7.2% free
[2026-07-15T03:17:51.781Z] [INFO] Worker testgaps deferred: Memory too low: 7.2% free
[2026-07-15T03:17:51.827Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T03:17:51.828Z] [INFO] Worker optimize deferred: Memory too low: 6.8% free
[2026-07-15T03:17:51.829Z] [INFO] Worker map deferred: Memory too low: 6.9% free
[2026-07-15T03:18:20.829Z] [INFO] Worker map deferred: Memory too low: 5.6% free
[2026-07-15T03:18:21.481Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T03:18:21.482Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T03:18:21.790Z] [INFO] Worker testgaps deferred: Memory too low: 6.0% free
[2026-07-15T03:18:21.791Z] [INFO] Worker optimize deferred: Memory too low: 6.0% free
[2026-07-15T03:18:21.838Z] [INFO] Worker testgaps deferred: Memory too low: 5.6% free
[2026-07-15T03:18:21.839Z] [INFO] Worker consolidate deferred: Memory too low: 5.6% free
[2026-07-15T03:18:21.841Z] [INFO] Worker audit deferred: Memory too low: 5.6% free
[2026-07-15T03:18:51.486Z] [INFO] Worker optimize deferred: Memory too low: 6.0% free
[2026-07-15T03:18:51.487Z] [INFO] Worker audit deferred: Memory too low: 6.0% free
[2026-07-15T03:18:51.797Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T03:18:51.799Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T03:18:51.844Z] [INFO] Worker map deferred: Memory too low: 5.9% free
[2026-07-15T03:18:51.845Z] [INFO] Worker optimize deferred: Memory too low: 5.9% free
[2026-07-15T03:18:51.845Z] [INFO] Worker testgaps deferred: Memory too low: 5.9% free
[2026-07-15T03:19:21.490Z] [INFO] Worker map deferred: Memory too low: 4.3% free
[2026-07-15T03:19:21.491Z] [INFO] Worker optimize deferred: Memory too low: 4.3% free
[2026-07-15T03:19:21.802Z] [INFO] Worker map deferred: Memory too low: 4.6% free
[2026-07-15T03:19:21.803Z] [INFO] Worker map deferred: Memory too low: 4.6% free
[2026-07-15T03:19:21.848Z] [INFO] Worker audit deferred: Memory too low: 4.2% free
[2026-07-15T03:19:21.849Z] [INFO] Worker audit deferred: Memory too low: 4.3% free
[2026-07-15T03:19:21.850Z] [INFO] Worker testgaps deferred: Memory too low: 4.4% free
[2026-07-15T03:19:51.505Z] [INFO] Worker optimize deferred: Memory too low: 7.1% free
[2026-07-15T03:19:51.506Z] [INFO] Worker testgaps deferred: Memory too low: 7.1% free
[2026-07-15T03:19:51.818Z] [INFO] Worker consolidate deferred: Memory too low: 4.5% free
[2026-07-15T03:19:51.819Z] [INFO] Worker audit deferred: Memory too low: 4.5% free
[2026-07-15T03:19:51.848Z] [INFO] Worker optimize deferred: Memory too low: 6.2% free
[2026-07-15T03:19:51.864Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T03:19:51.865Z] [INFO] Worker audit deferred: Memory too low: 7.0% free
[2026-07-15T03:20:21.369Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T03:20:21.507Z] [INFO] Worker audit deferred: Memory too low: 4.8% free
[2026-07-15T03:20:21.508Z] [INFO] Worker map deferred: Memory too low: 4.8% free
[2026-07-15T03:20:21.833Z] [INFO] Worker optimize deferred: Memory too low: 5.1% free
[2026-07-15T03:20:21.834Z] [INFO] Worker testgaps deferred: Memory too low: 5.1% free
[2026-07-15T03:20:21.864Z] [INFO] Worker map deferred: Memory too low: 4.8% free
[2026-07-15T03:20:21.865Z] [INFO] Worker optimize deferred: Memory too low: 4.8% free
[2026-07-15T03:20:21.866Z] [INFO] Worker map deferred: Memory too low: 4.8% free
[2026-07-15T03:20:51.519Z] [INFO] Worker map deferred: Memory too low: 6.7% free
[2026-07-15T03:20:51.520Z] [INFO] Worker audit deferred: Memory too low: 6.6% free
[2026-07-15T03:20:51.845Z] [INFO] Worker audit deferred: Memory too low: 6.8% free
[2026-07-15T03:20:51.846Z] [INFO] Worker testgaps deferred: Memory too low: 6.8% free
[2026-07-15T03:20:51.877Z] [INFO] Worker optimize deferred: Memory too low: 6.9% free
[2026-07-15T03:20:51.878Z] [INFO] Worker testgaps deferred: Memory too low: 6.9% free
[2026-07-15T03:20:51.878Z] [INFO] Worker consolidate deferred: Memory too low: 6.9% free
[2026-07-15T03:21:21.526Z] [INFO] Worker audit deferred: Memory too low: 6.3% free
[2026-07-15T03:21:21.527Z] [INFO] Worker optimize deferred: Memory too low: 6.3% free
